Scaffold,coverage,gc,genus,length
sg4i_contig20888,54.5,0.7112259970457903,not assigned,1354
sg4i_contig13487,3.0,0.4676564156945917,not assigned,943
sg4i_contig06510,2.3,0.7772727272727272,not assigned,880
sg4i_contig07824,2.1,0.597323600973236,paenibacillus,822
sg4i_contig03423,3.6,0.7025974025974026,not assigned,770
sg4i_contig05960,2.4,0.7172413793103448,conexibacter,725
sg4i_contig15452,2.3,0.7182481751824817,not assigned,685
sg4i_contig08461,2.5,0.6055900621118012,not assigned,644
sg4i_contig06146,3.1,0.7442622950819672,not assigned,610
sg4i_contig09283,2.9,0.3615916955017301,not assigned,578
sg4i_contig08667,1.8,0.6931407942238267,not assigned,554
sg4i_contig09068,3.7,0.6399253731343284,not assigned,536
sg4i_contig07530,2.4,0.7547892720306514,not assigned,522
sg4i_contig05539,2.1,0.6986301369863014,not assigned,511
sg4i_contig12475,2.7,0.6454183266932271,not assigned,502
sg4i_contig08375,1.9,0.7064777327935222,not assigned,494
sg4i_contig15378,2.5,0.6231884057971014,not assigned,483
sg4i_contig08456,2.2,0.6439232409381663,not assigned,469
sg4i_contig00221,2.6,0.5560538116591929,not assigned,446
sg4i_contig18111,4.1,0.6966292134831461,not assigned,356
sg4i_contig10802,2.6,0.5151515151515151,not assigned,264
sg4i_contig17325,2.6,0.6823529411764706,not assigned,170
sg4i_contig00462,6.4,0.6952960449333021,not assigned,4273
sg4i_contig01066,4.9,0.595607927155865,not assigned,1867
sg4i_contig01711,7.7,0.7004784688995215,conexibacter,6270
sg4i_contig02441,3.4,0.6350386674598454,not assigned,3362
sg4i_contig03173,2.8,0.6757085020242914,not assigned,2470
sg4i_contig03983,5.2,0.7219973009446694,not assigned,1482
sg4i_contig06004,3.7,0.6214511041009464,not assigned,1268
sg4i_contig09386,2.4,0.7081292850146915,not assigned,1021
sg4i_contig11377,64.8,0.6804979253112033,thermus,1687
sg4i_contig12741,2.4,0.6211717709720372,not assigned,1502
sg4i_contig13779,7.0,0.6641399416909621,not assigned,3430
sg4i_contig15662,3.7,0.6240622395109753,hyphomicrobium,3599
sg4i_contig17316,7.7,0.6232127838519764,not assigned,1189
sg4i_contig18383,89.6,0.7132051004970823,thermus,13881
sg4i_contig18883,5.7,0.69009009009009,sphaerobacter,6105
sg4i_contig19383,8.2,0.6654195617316943,rhodothermus,3742
sg4i_contig19883,17.0,0.7071428571428572,thermus,2940
sg4i_contig20383,56.5,0.5632693254554406,not assigned,2031
sg4i_contig20889,53.5,0.6389986824769434,not assigned,1518
sg4i_contig07769,2.6,0.711558854718982,not assigned,943
sg4i_contig13732,4.1,0.6556818181818181,not assigned,880
sg4i_contig09541,2.9,0.6362530413625304,not assigned,822
sg4i_contig00109,30.0,0.6558441558441559,not assigned,770
sg4i_contig11422,36.1,0.6868965517241379,not assigned,725
sg4i_contig01462,2.4,0.7401459854014598,not assigned,685
sg4i_contig04776,3.5,0.7546583850931677,not assigned,644
sg4i_contig10105,2.9,0.6229508196721312,not assigned,610
sg4i_contig06224,3.5,0.6608996539792388,not assigned,578
sg4i_contig06664,3.4,0.6823104693140795,not assigned,554
sg4i_contig05617,2.8,0.7164179104477612,not assigned,536
sg4i_contig05992,2.5,0.6666666666666666,not assigned,522
sg4i_contig06342,3.2,0.5909980430528375,not assigned,511
sg4i_contig08415,2.7,0.6434262948207171,not assigned,502
sg4i_contig10315,2.9,0.52834008097166,not assigned,494
sg4i_contig07987,2.3,0.5527950310559007,not assigned,483
sg4i_contig13362,2.4,0.7249466950959488,not assigned,469
sg4i_contig02040,1.6,0.6816143497757847,not assigned,446
sg4i_contig16239,4.7,0.5730337078651685,not assigned,356
sg4i_contig13415,5.4,0.6628787878787878,not assigned,264
sg4i_contig12200,3.2,0.7352941176470589,not assigned,170
sg4i_contig00463,7.7,0.6757118520321246,sphaerobacter,8218
sg4i_contig01067,4.9,0.6706741090596823,not assigned,2329
sg4i_contig01712,5.1,0.614856316645581,thermobacillus,5533
sg4i_contig02443,2.7,0.7008014247551202,not assigned,1123
sg4i_contig03174,3.7,0.7167464114832536,gemmatimonas,2090
sg4i_contig03984,4.9,0.6992429456297315,conexibacter,1453
sg4i_contig06007,19.3,0.7050413844996237,not assigned,1329
sg4i_contig09387,3.2,0.6544622425629291,not assigned,1311
sg4i_contig11379,6.0,0.6736042750667979,sphaerobacter,7111
sg4i_contig12742,3.5,0.6118214716525935,caldalkalibacillus,4145
sg4i_contig13784,6.8,0.6597553122987766,not assigned,7765
sg4i_contig15675,8.2,0.6771929824561403,not assigned,1140
sg4i_contig17317,65.6,0.5770392749244713,not assigned,1324
sg4i_contig18384,8.8,0.5337752290161615,not assigned,13427
sg4i_contig18884,100.4,0.6875299377295226,thermus,6263
sg4i_contig19384,12.1,0.5750905544719978,not assigned,3589
sg4i_contig19884,64.5,0.6935755129498823,not assigned,2973
sg4i_contig20384,20.3,0.7255434782608695,thermus,2208
sg4i_contig20890,38.0,0.6906290115532734,thermus,1558
sg4i_contig09656,3.5,0.6762208067940552,not assigned,942
sg4i_contig15224,3.0,0.7102272727272727,not assigned,880
sg4i_contig20881,17.3,0.5523114355231143,not assigned,822
sg4i_contig03487,4.1,0.7233766233766233,not assigned,770
sg4i_contig05937,3.8,0.5903448275862069,not assigned,725
sg4i_contig09980,2.9,0.6198830409356725,not assigned,684
sg4i_contig07960,2.7,0.6381987577639752,not assigned,644
sg4i_contig13488,17.4,0.6639344262295082,not assigned,610
sg4i_contig14370,2.7,0.6505190311418685,not assigned,578
sg4i_contig09167,2.6,0.6750902527075813,not assigned,554
sg4i_contig05389,2.8,0.7201492537313433,not assigned,536
sg4i_contig05811,2.3,0.7011494252873564,not assigned,522
sg4i_contig05570,2.1,0.7064579256360078,not assigned,511
sg4i_contig05180,2.5,0.7549800796812749,not assigned,502
sg4i_contig07008,2.2,0.5951417004048583,not assigned,494
sg4i_contig10647,2.5,0.6770186335403726,not assigned,483
sg4i_contig09026,3.1,0.603411513859275,not assigned,469
sg4i_contig15556,2.5,0.7466367713004485,not assigned,446
sg4i_contig12005,4.0,0.7219101123595506,not assigned,356
sg4i_contig11071,1.0,0.678030303030303,not assigned,264
sg4i_contig16263,2.0,0.6823529411764706,not assigned,170
sg4i_contig00464,6.7,0.6614664586583463,not assigned,1282
sg4i_contig01069,3.4,0.42223469960696236,not assigned,1781
sg4i_contig01713,5.5,0.6879224213928886,not assigned,3403
sg4i_contig02444,4.0,0.6040816326530613,not assigned,1225
sg4i_contig03175,3.5,0.723148765843896,not assigned,1499
sg4i_contig03985,3.6,0.7292817679558011,not assigned,1086
sg4i_contig06021,3.1,0.6085308056872037,not assigned,1055
sg4i_contig09407,5.2,0.6182811152630067,caldalkalibacillus,3479
sg4i_contig11384,7.4,0.6458145502462029,not assigned,14419
sg4i_contig12743,3.8,0.5923862581244197,caldalkalibacillus,2154
sg4i_contig13786,4.0,0.5541211519364448,not assigned,1007
sg4i_contig15681,4.1,0.647887323943662,thermomicrobium,3337
sg4i_contig17326,54.6,0.7076167076167076,thermus,1221
sg4i_contig18385,6.5,0.6919925512104284,gemmatimonas,13425
sg4i_contig18885,6.7,0.606535511837279,paenibacillus,5998
sg4i_contig19385,100.6,0.6355892096545196,thermus,4226
sg4i_contig19885,9.1,0.6979911474293496,not assigned,2937
sg4i_contig20385,69.4,0.6913155631986242,thermus,2326
sg4i_contig20891,119.7,0.6679365079365079,not assigned,1575
sg4i_contig06717,3.2,0.5881104033970276,not assigned,942
sg4i_contig00202,62.4,0.6545454545454545,not assigned,880
sg4i_contig04286,3.7,0.5912408759124088,not assigned,822
sg4i_contig00170,6.9,0.6176853055916776,rhodothermus,769
sg4i_contig12926,1.9,0.5862068965517241,not assigned,725
sg4i_contig04666,4.9,0.7441520467836257,not assigned,684
sg4i_contig09546,4.2,0.5838509316770186,not assigned,644
sg4i_contig09680,4.3,0.5672131147540984,not assigned,610
sg4i_contig10284,4.4,0.7283737024221453,not assigned,578
sg4i_contig09185,1.9,0.5938628158844765,not assigned,554
sg4i_contig08859,3.4,0.6100746268656716,not assigned,536
sg4i_contig04723,2.3,0.7241379310344828,not assigned,522
sg4i_contig12245,9.3,0.7025440313111546,not assigned,511
sg4i_contig13297,2.4,0.7470119521912351,not assigned,502
sg4i_contig14399,3.4,0.6855983772819473,not assigned,493
sg4i_contig15337,2.2,0.6480331262939959,not assigned,483
sg4i_contig10353,2.6,0.6823027718550106,not assigned,469
sg4i_contig12041,5.1,0.6278026905829597,not assigned,446
sg4i_contig11090,4.1,0.7191011235955056,not assigned,356
sg4i_contig15633,2.8,0.6287878787878788,not assigned,264
sg4i_contig17532,2.6,0.6882352941176471,not assigned,170
sg4i_contig00465,4.9,0.6730945821854912,not assigned,2178
sg4i_contig01070,4.9,0.5781766650921115,hyphomicrobium,8468
sg4i_contig01714,5.6,0.6383705052344105,paenibacillus,4394
sg4i_contig02445,2.9,0.6681170886075949,patulibacter,2528
sg4i_contig03176,4.9,0.66798810703667,not assigned,1009
sg4i_contig03989,42.1,0.6781914893617021,not assigned,1504
sg4i_contig06028,6.1,0.6699369306236861,not assigned,4281
sg4i_contig09419,5.2,0.7076439790575916,not assigned,4775
sg4i_contig11385,16.4,0.6096284667713239,not assigned,1911
sg4i_contig12744,3.0,0.7239082161361954,patulibacter,1351
sg4i_contig13788,4.5,0.7025222551928784,patulibacter,1348
sg4i_contig15682,5.7,0.694529297417384,gemmatimonas,3601
sg4i_contig17327,21.2,0.7138157894736842,thermus,1520
sg4i_contig18386,7.0,0.6824037530717105,sphaerobacter,13429
sg4i_contig18886,5.2,0.5754974107386209,not assigned,7338
sg4i_contig19386,28.1,0.5187530443253775,not assigned,4106
sg4i_contig19886,23.4,0.6924322136786726,gemmatimonas,2471
sg4i_contig20386,72.0,0.7009304386353566,thermus,2257
sg4i_contig20892,55.8,0.6733386709367494,thermus,1249
sg4i_contig03886,1.2,0.5997876857749469,not assigned,942
sg4i_contig03969,2.9,0.7272727272727273,not assigned,880
sg4i_contig10139,2.2,0.7153284671532847,not assigned,822
sg4i_contig02460,2.0,0.6853055916775033,not assigned,769
sg4i_contig09208,3.3,0.5483425414364641,not assigned,724
sg4i_contig08969,1.9,0.6505847953216374,not assigned,684
sg4i_contig21027,3.6,0.5357142857142857,not assigned,644
sg4i_contig04996,5.6,0.7885245901639344,not assigned,610
sg4i_contig10665,2.6,0.6038062283737025,not assigned,578
sg4i_contig15022,3.0,0.7472924187725631,not assigned,554
sg4i_contig03796,2.6,0.7350746268656716,not assigned,536
sg4i_contig07834,2.4,0.7624521072796935,not assigned,522
sg4i_contig14814,1.8,0.461839530332681,not assigned,511
sg4i_contig06361,3.6,0.6792828685258964,not assigned,502
sg4i_contig07254,2.7,0.6146044624746451,not assigned,493
sg4i_contig08140,2.6,0.598343685300207,not assigned,483
sg4i_contig09479,2.3,0.7334754797441365,not assigned,469
sg4i_contig12199,4.6,0.6704035874439462,not assigned,446
sg4i_contig14205,1.4,0.5421348314606742,not assigned,356
sg4i_contig12829,1.0,0.6121673003802282,not assigned,263
sg4i_contig13571,1.4,0.6153846153846154,not assigned,169
sg4i_contig00466,6.4,0.6546518587484206,thermomicrobium,15037
sg4i_contig01071,3.4,0.6562635457303858,not assigned,2307
sg4i_contig01715,2.2,0.5778443113772455,hyphomicrobium,1002
sg4i_contig02446,1.7,0.7171314741035857,gemmatimonas,1004
sg4i_contig03179,2.1,0.6828451882845188,not assigned,1195
sg4i_contig03990,4.6,0.7239057239057239,patulibacter,1782
sg4i_contig06029,3.1,0.7354523227383863,patulibacter,2045
sg4i_contig09429,4.2,0.6897374701670644,not assigned,1676
sg4i_contig11387,4.6,0.6114649681528662,not assigned,1413
sg4i_contig12745,4.8,0.6550843127235565,sphaerobacter,1957
sg4i_contig13791,2.3,0.772757923128793,not assigned,1483
sg4i_contig15688,3.2,0.75518341307815,not assigned,1254
sg4i_contig17328,53.4,0.6555915721231766,not assigned,1234
sg4i_contig18387,6.2,0.622150327289143,hyphomicrobium,13291
sg4i_contig18887,60.7,0.5967221923696937,rhodothermus,7444
sg4i_contig19387,70.2,0.6720272904483431,not assigned,4104
sg4i_contig19887,67.2,0.6651254953764861,not assigned,3028
sg4i_contig20387,40.8,0.6817987152034262,thermus,2335
sg4i_contig20893,44.9,0.7156923076923077,thermus,1625
sg4i_contig04935,2.6,0.578556263269639,not assigned,942
sg4i_contig02603,3.0,0.7090909090909091,not assigned,880
sg4i_contig06677,4.1,0.6532846715328468,not assigned,822
sg4i_contig08035,2.4,0.6697009102730819,not assigned,769
sg4i_contig08899,4.2,0.611878453038674,not assigned,724
sg4i_contig08485,4.0,0.6257309941520468,not assigned,684
sg4i_contig04986,3.9,0.7111801242236024,not assigned,644
sg4i_contig00769,2.1,0.4819672131147541,not assigned,610
sg4i_contig05849,3.4,0.6464471403812825,not assigned,577
sg4i_contig07042,3.6,0.6570397111913358,not assigned,554
sg4i_contig15273,2.6,0.7350746268656716,not assigned,536
sg4i_contig14094,2.6,0.6896551724137931,not assigned,522
sg4i_contig08187,3.2,0.7103718199608611,not assigned,511
sg4i_contig07307,1.9,0.6434262948207171,not assigned,502
sg4i_contig14737,2.8,0.6024340770791075,thermobacillus,493
sg4i_contig09250,2.7,0.7101449275362319,not assigned,483
sg4i_contig10007,2.4,0.6545842217484008,not assigned,469
sg4i_contig16497,6.5,0.5775280898876405,not assigned,445
sg4i_contig11348,10.3,0.7050561797752809,not assigned,356
sg4i_contig17199,4.7,0.6768060836501901,not assigned,263
sg4i_contig11523,1.0,0.6568047337278107,not assigned,169
sg4i_contig00058,26.0,0.7109771573604061,not assigned,3152
sg4i_contig00748,6.5,0.6478718736287845,not assigned,13674
sg4i_contig01358,2.5,0.615699100572363,not assigned,1223
sg4i_contig02066,4.4,0.6637856525496975,not assigned,1157
sg4i_contig02795,3.8,0.72020414290003,patulibacter,3331
sg4i_contig03552,4.6,0.7242693773824651,not assigned,1574
sg4i_contig04781,4.6,0.7319819819819819,conexibacter,2220
sg4i_contig07484,1.5,0.471039776692254,not assigned,1433
sg4i_contig10766,5.8,0.6643434008186746,sphaerobacter,9039
sg4i_contig12095,69.0,0.6455655526992288,not assigned,6224
sg4i_contig13166,5.0,0.6936263736263736,not assigned,4550
sg4i_contig14634,8.5,0.6104402025710947,not assigned,2567
sg4i_contig16493,55.1,0.6710261569416499,rhodothermus,1988
sg4i_contig17959,30.6,0.6747720364741642,thermus,1316
sg4i_contig18627,6.1,0.679554162312783,sphaerobacter,8613
sg4i_contig19127,71.7,0.6617889530090684,rhodothermus,4852
sg4i_contig19627,66.9,0.622993119266055,rhodothermus,3488
sg4i_contig20127,72.8,0.6845168800931315,not assigned,2577
sg4i_contig20627,47.7,0.7047244094488189,thermus,2032
sg4i_contig11141,3.0,0.5936863543788188,not assigned,982
sg4i_contig17145,45.1,0.689010989010989,not assigned,910
sg4i_contig09118,2.9,0.6509988249118684,not assigned,851
sg4i_contig15044,2.5,0.6168341708542714,rhodothermus,796
sg4i_contig04301,3.5,0.7001338688085676,conexibacter,747
sg4i_contig09389,4.6,0.5878186968838527,not assigned,706
sg4i_contig04591,2.6,0.687218045112782,not assigned,665
sg4i_contig18142,19.9,0.6528662420382165,not assigned,628
sg4i_contig14090,3.2,0.7272727272727273,not assigned,594
sg4i_contig10780,22.2,0.7115044247787611,not assigned,565
sg4i_contig17320,19.7,0.5459558823529411,not assigned,544
sg4i_contig21102,90.9,0.5519848771266541,not assigned,529
sg4i_contig05818,2.2,0.7253384912959381,patulibacter,517
sg4i_contig05744,2.3,0.5857988165680473,not assigned,507
sg4i_contig07011,2.0,0.5742971887550201,not assigned,498
sg4i_contig15121,2.2,0.41922290388548056,not assigned,489
sg4i_contig15861,4.0,0.5397489539748954,not assigned,478
sg4i_contig08716,2.8,0.6456521739130435,not assigned,460
sg4i_contig16266,5.2,0.7047146401985112,not assigned,403
sg4i_contig17125,4.1,0.6870967741935484,not assigned,310
sg4i_contig16200,5.1,0.680365296803653,not assigned,219
sg4i_contig12439,1.0,0.7301587301587301,not assigned,126
sg4i_contig00467,8.0,0.554439431344173,thermobaculum,11747
sg4i_contig01072,4.3,0.6801470588235294,not assigned,1088
sg4i_contig01716,3.8,0.6866791744840526,not assigned,1066
sg4i_contig02447,3.6,0.6830188679245283,gemmatimonas,1590
sg4i_contig03180,3.1,0.7067014795474326,not assigned,1149
sg4i_contig03991,5.4,0.5360824742268041,not assigned,1067
sg4i_contig06043,4.0,0.7317507418397626,gemmatimonas,1685
sg4i_contig09430,3.9,0.7618804292284108,not assigned,1957
sg4i_contig11388,80.3,0.6116382036685643,not assigned,1581
sg4i_contig12746,4.4,0.672890216579537,not assigned,4017
sg4i_contig13797,2.3,0.5155592935239697,not assigned,1189
sg4i_contig15692,2.4,0.6476761619190404,not assigned,2001
sg4i_contig17329,12.8,0.5953338696701529,not assigned,1243
sg4i_contig18388,79.0,0.647575780144485,not assigned,13427
sg4i_contig18888,5.7,0.6355702678302738,thermomicrobium,6646
sg4i_contig19388,55.2,0.6462976276060388,thermus,4173
sg4i_contig19888,108.5,0.671919770773639,not assigned,2792
sg4i_contig20388,78.3,0.6848364717542121,thermus,2018
sg4i_contig20894,15.1,0.6785714285714286,not assigned,1260
sg4i_contig14386,3.1,0.6040339702760085,paenibacillus,942
sg4i_contig09393,2.0,0.6852272727272727,not assigned,880
sg4i_contig15827,3.3,0.6326034063260341,not assigned,822
sg4i_contig10441,2.3,0.6892067620286085,not assigned,769
sg4i_contig10459,2.3,0.36049723756906077,not assigned,724
sg4i_contig07504,2.7,0.706140350877193,not assigned,684
sg4i_contig14905,2.7,0.703416149068323,not assigned,644
sg4i_contig08435,2.4,0.6213114754098361,hyphomicrobium,610
sg4i_contig07440,3.3,0.7053726169844021,conexibacter,577
sg4i_contig06408,2.7,0.7563176895306859,not assigned,554
sg4i_contig09086,2.5,0.6828358208955224,not assigned,536
sg4i_contig03533,1.0,0.7145593869731801,not assigned,522
sg4i_contig05615,2.8,0.598825831702544,not assigned,511
sg4i_contig07362,5.4,0.5697211155378487,not assigned,502
sg4i_contig09770,2.4,0.6024340770791075,not assigned,493
sg4i_contig08566,2.8,0.6438923395445134,not assigned,483
sg4i_contig10347,1.9,0.67590618336887,not assigned,469
sg4i_contig09017,10.9,0.6269662921348315,not assigned,445
sg4i_contig16196,1.9,0.6882022471910112,not assigned,356
sg4i_contig17614,1.5,0.6526717557251909,not assigned,262
sg4i_contig11449,1.0,0.6449704142011834,not assigned,169
sg4i_contig00469,2.4,0.688546255506608,not assigned,2270
sg4i_contig01074,3.5,0.6807210510235259,not assigned,3273
sg4i_contig01717,4.2,0.6040723981900452,not assigned,3978
sg4i_contig02448,2.4,0.5937193326790972,not assigned,1019
sg4i_contig03181,3.9,0.6754221388367729,not assigned,1066
sg4i_contig03992,7.8,0.6750924784217016,not assigned,1622
sg4i_contig06048,4.0,0.6857976653696498,not assigned,1028
sg4i_contig09435,3.5,0.6838095238095238,not assigned,1050
sg4i_contig11389,5.1,0.6579131652661064,thermobacillus,2856
sg4i_contig12747,4.5,0.6669862575902844,not assigned,3129
sg4i_contig13799,37.3,0.502820874471086,not assigned,1418
sg4i_contig15697,63.8,0.6461352657004831,not assigned,2484
sg4i_contig17332,10.0,0.6361386138613861,not assigned,1212
sg4i_contig18389,6.2,0.5933832992656523,hyphomicrobium,13209
sg4i_contig18889,107.0,0.6876610824742269,thermus,6208
sg4i_contig19389,60.4,0.6225626740947076,rhodothermus,4308
sg4i_contig19889,3.8,0.6281094527363185,not assigned,4020
sg4i_contig20389,40.7,0.6747252747252748,thermus,2275
sg4i_contig20895,51.3,0.6139767054908486,rhodothermus,1202
sg4i_contig05707,3.2,0.7343251859723698,not assigned,941
sg4i_contig11261,4.9,0.6034090909090909,not assigned,880
sg4i_contig05725,2.9,0.6897810218978102,not assigned,822
sg4i_contig03672,1.8,0.6892067620286085,not assigned,769
sg4i_contig02397,4.0,0.6933701657458563,patulibacter,724
sg4i_contig07792,2.7,0.6432748538011696,not assigned,684
sg4i_contig09483,2.7,0.7577639751552795,not assigned,644
sg4i_contig10137,3.2,0.5983606557377049,not assigned,610
sg4i_contig04904,3.9,0.708838821490468,not assigned,577
sg4i_contig11857,26.9,0.6606498194945848,not assigned,554
sg4i_contig04475,3.8,0.7406716417910447,not assigned,536
sg4i_contig08832,2.3,0.5593869731800766,not assigned,522
sg4i_contig15088,2.2,0.7651663405088063,not assigned,511
sg4i_contig12545,5.3,0.6553784860557769,not assigned,502
sg4i_contig06553,2.8,0.563894523326572,not assigned,493
sg4i_contig09836,2.8,0.5693581780538303,not assigned,483
sg4i_contig08581,1.0,0.6780383795309168,not assigned,469
sg4i_contig15611,2.5,0.5820224719101124,not assigned,445
sg4i_contig16130,4.3,0.6573033707865169,not assigned,356
sg4i_contig05620,1.9,0.732824427480916,not assigned,262
sg4i_contig14038,1.0,0.7041420118343196,not assigned,169
sg4i_contig00470,5.7,0.6624472573839663,sphaerobacter,2370
sg4i_contig01075,3.2,0.6678209250556517,gemmatimonas,4043
sg4i_contig01718,5.1,0.5968805478062389,hyphomicrobium,7886
sg4i_contig02450,4.3,0.7141196978500871,patulibacter,1721
sg4i_contig03183,4.8,0.6990663155374671,conexibacter,4177
sg4i_contig03993,4.1,0.6913925822253324,not assigned,1429
sg4i_contig06053,6.1,0.6699656635023228,sphaerobacter,4951
sg4i_contig09455,3.5,0.6121470431539691,not assigned,1877
sg4i_contig11398,25.1,0.6994991652754591,thermus,2396
sg4i_contig12749,3.6,0.6168553459119497,not assigned,3975
sg4i_contig13802,51.4,0.6349873843566022,not assigned,1189
sg4i_contig15710,5.2,0.6272953328232593,not assigned,10456
sg4i_contig17333,71.0,0.6499020248203788,not assigned,1531
sg4i_contig18390,43.8,0.6774289985052316,thermus,13380
sg4i_contig18890,10.2,0.6407009021512838,rhodothermus,5764
sg4i_contig19390,60.7,0.6424731182795699,rhodothermus,4092
sg4i_contig19890,62.7,0.6523978113936273,not assigned,3107
sg4i_contig20390,19.9,0.7022900763358778,thermus,2227
sg4i_contig20896,47.0,0.6678141135972461,rhodothermus,1162
sg4i_contig17502,18.0,0.6599362380446334,not assigned,941
sg4i_contig03307,2.7,0.7159090909090909,not assigned,880
sg4i_contig09793,2.6,0.7177615571776156,not assigned,822
sg4i_contig03145,3.0,0.6644993498049415,not assigned,769
sg4i_contig04885,3.8,0.6919889502762431,not assigned,724
sg4i_contig16669,11.2,0.72953216374269,not assigned,684
sg4i_contig00746,1.8,0.5652173913043478,not assigned,644
sg4i_contig10462,3.0,0.7491803278688525,not assigned,610
sg4i_contig08353,2.6,0.6447140381282496,not assigned,577
sg4i_contig09244,2.6,0.6768953068592057,not assigned,554
sg4i_contig04800,2.7,0.6735074626865671,not assigned,536
sg4i_contig14535,2.6,0.685823754789272,not assigned,522
sg4i_contig04621,2.3,0.726027397260274,not assigned,511
sg4i_contig09154,3.4,0.5936254980079682,not assigned,502
sg4i_contig06590,2.4,0.5983772819472617,not assigned,493
sg4i_contig15058,2.2,0.6169772256728778,not assigned,483
sg4i_contig15580,3.1,0.6609808102345416,not assigned,469
sg4i_contig13195,2.4,0.701123595505618,not assigned,445
sg4i_contig17231,14.0,0.6816901408450704,not assigned,355
sg4i_contig11476,4.1,0.6717557251908397,not assigned,262
sg4i_contig17331,1.0,0.5857988165680473,not assigned,169
sg4i_contig00471,5.2,0.611531190926276,hyphomicrobium,7406
sg4i_contig01076,6.5,0.6921621019817412,not assigned,8982
sg4i_contig01719,4.8,0.5961538461538461,hyphomicrobium,2808
sg4i_contig02451,2.8,0.659397049390635,not assigned,1559
sg4i_contig03184,2.6,0.6685258964143427,not assigned,1255
sg4i_contig03994,3.9,0.7055449330783938,gemmatimonas,1569
sg4i_contig06056,2.7,0.6139670223084384,hyphomicrobium,1031
sg4i_contig09457,7.6,0.6582332761578045,not assigned,6996
sg4i_contig11399,5.6,0.6822565091610414,sphaerobacter,8296
sg4i_contig12754,5.0,0.5337734890807516,not assigned,1969
sg4i_contig13804,4.7,0.6470382053978269,thermobacillus,5706
sg4i_contig15711,8.0,0.6363350125944585,not assigned,6352
sg4i_contig17337,7.7,0.637213254035684,thermobacillus,1177
sg4i_contig18391,36.9,0.6805452659653282,thermus,13498
sg4i_contig18891,65.5,0.589781260202416,hyphomicrobium,6126
sg4i_contig19391,79.1,0.6955706585423014,thermus,4267
sg4i_contig19891,87.3,0.7114267269205939,thermus,3098
sg4i_contig20391,56.7,0.6599307159353349,rhodothermus,1732
sg4i_contig20897,55.0,0.6811263318112634,not assigned,1314
sg4i_contig14258,2.3,0.6036131774707758,not assigned,941
sg4i_contig09424,3.3,0.625,hyphomicrobium,880
sg4i_contig03071,1.7,0.681265206812652,not assigned,822
sg4i_contig07043,2.5,0.7620286085825748,not assigned,769
sg4i_contig07785,3.1,0.5911602209944752,not assigned,724
sg4i_contig03550,1.1,0.6637426900584795,not assigned,684
sg4i_contig16008,36.6,0.6444099378881988,not assigned,644
sg4i_contig15768,9.5,0.6524590163934426,not assigned,610
sg4i_contig12364,14.9,0.6065857885615251,not assigned,577
sg4i_contig13045,1.8,0.6805054151624549,not assigned,554
sg4i_contig05335,4.0,0.7014925373134329,not assigned,536
sg4i_contig09570,2.3,0.6283524904214559,not assigned,522
sg4i_contig15619,2.4,0.6301369863013698,thermomicrobium,511
sg4i_contig11171,1.7,0.6254980079681275,not assigned,502
sg4i_contig05990,2.3,0.7221095334685599,not assigned,493
sg4i_contig07921,2.1,0.7432712215320911,not assigned,483
sg4i_contig09723,2.3,0.7036247334754797,not assigned,469
sg4i_contig12318,4.8,0.6494382022471911,not assigned,445
sg4i_contig06387,2.5,0.6535211267605634,not assigned,355
sg4i_contig17139,1.0,0.6297709923664122,not assigned,262
sg4i_contig12287,1.0,0.6686390532544378,not assigned,169
sg4i_contig00472,6.1,0.661124628277913,sphaerobacter,7398
sg4i_contig01077,3.9,0.6495145631067961,not assigned,2060
sg4i_contig01720,6.0,0.5994167550371156,hyphomicrobium,3772
sg4i_contig02453,2.4,0.6844631073785243,not assigned,1667
sg4i_contig03185,4.1,0.6940586419753086,not assigned,7776
sg4i_contig03995,3.3,0.6991869918699187,not assigned,1353
sg4i_contig06061,3.3,0.5830845771144278,not assigned,1005
sg4i_contig09480,4.2,0.6345634563456346,hyphomicrobium,2222
sg4i_contig11402,5.4,0.6599661447312738,not assigned,4726
sg4i_contig12755,5.3,0.7173418297678653,not assigned,2197
sg4i_contig13806,2.8,0.6309023485784919,not assigned,4045
sg4i_contig15718,6.6,0.6047801963294921,paenibacillus,4686
sg4i_contig17339,7.9,0.6663740122914837,not assigned,1139
sg4i_contig18392,5.4,0.621823731400229,hyphomicrobium,13105
sg4i_contig18892,94.4,0.6978102189781021,thermus,6165
sg4i_contig19392,34.9,0.7003146937787461,thermus,4131
sg4i_contig19892,58.4,0.6974323386537127,not assigned,2882
sg4i_contig20392,19.3,0.7428821725799387,not assigned,2283
sg4i_contig20898,8.5,0.6889295516925892,not assigned,1093
sg4i_contig11082,37.9,0.7364505844845909,not assigned,941
sg4i_contig14191,2.8,0.745164960182025,not assigned,879
sg4i_contig17359,30.7,0.656934306569343,not assigned,822
sg4i_contig06729,3.7,0.58777633289987,hyphomicrobium,769
sg4i_contig06641,2.8,0.7044198895027625,thermobispora,724
sg4i_contig12657,3.4,0.6061493411420205,caldalkalibacillus,683
sg4i_contig11650,2.4,0.6645962732919255,not assigned,644
sg4i_contig11039,1.0,0.5459016393442623,not assigned,610
sg4i_contig14509,9.9,0.7105719237435009,not assigned,577
sg4i_contig02530,2.6,0.703971119133574,not assigned,554
sg4i_contig09003,3.2,0.7425373134328358,not assigned,536
sg4i_contig11747,30.0,0.6455938697318008,not assigned,522
